warehouse_id,name,location,capacity
1810,Fulfillment Center B - 2324 Third Place,Fulfillment Center B - 2324 Third Place,39095.33
1811,Storage Facility U - 465 Oak Boulevard,Storage Facility U - 465 Oak Boulevard,14148.72
1812,Supply Chain Hub L - 3901 High Lane,Supply Chain Hub L - 3901 High Lane,35228.44
1813,Supply Chain Hub C - 4735 Park Court,Supply Chain Hub C - 4735 Park Court,11180.04
1814,Processing Center E - 6478 Pine Street,Processing Center E - 6478 Pine Street,47633.36
1815,Fulfillment Center G - 777 Church Drive,Fulfillment Center G - 777 Church Drive,19933.17
1816,Regional Warehouse N - 4556 Fourth Boulevard,Regional Warehouse N - 4556 Fourth Boulevard,39508.34
1817,Supply Chain Hub E - 1156 Oak Avenue,Supply Chain Hub E - 1156 Oak Avenue,12402.49
1818,Fulfillment Center V - 2629 Second Court,Fulfillment Center V - 2629 Second Court,43712.78
1819,Supply Chain Hub P - 6577 Second Place,Supply Chain Hub P - 6577 Second Place,4900.14
1820,Regional Warehouse B - 2841 Pine Place,Regional Warehouse B - 2841 Pine Place,24028.6
1821,Distribution Center D - 3657 First Court,Distribution Center D - 3657 First Court,21576.22
1822,Central Depot U - 2577 Valley Court,Central Depot U - 2577 Valley Court,17366.28
1823,Logistics Hub B - 7464 High Lane,Logistics Hub B - 7464 High Lane,2716.2
1824,Regional Warehouse R - 4690 Oak Avenue,Regional Warehouse R - 4690 Oak Avenue,3596.93
1825,Fulfillment Center A - 5500 Elm Circle,Fulfillment Center A - 5500 Elm Circle,39450.97
1826,Logistics Hub V - 6446 Second Boulevard,Logistics Hub V - 6446 Second Boulevard,22871.18
1827,Distribution Center A - 5296 Main Drive,Distribution Center A - 5296 Main Drive,15857.48
1828,Supply Chain Hub C - 4022 Washington Circle,Supply Chain Hub C - 4022 Washington Circle,13585.94
1829,Processing Center S - 3177 High Street,Processing Center S - 3177 High Street,32712.1
1830,Distribution Center M - 1643 Hill Avenue,Distribution Center M - 1643 Hill Avenue,21925.24
1831,Central Depot N - 7920 School Road,Central Depot N - 7920 School Road,34331.01
1832,Supply Chain Hub T - 3662 Valley Street,Supply Chain Hub T - 3662 Valley Street,6609.9
1833,Processing Center B - 5158 Main Lane,Processing Center B - 5158 Main Lane,5233.13
1834,Distribution Center J - 3631 Third Boulevard,Distribution Center J - 3631 Third Boulevard,19515.32
1835,Regional Warehouse U - 4029 Washington Place,Regional Warehouse U - 4029 Washington Place,15644.58
1836,Logistics Hub R - 2622 Oak Boulevard,Logistics Hub R - 2622 Oak Boulevard,47509.13
1837,Processing Center G - 4612 Washington Avenue,Processing Center G - 4612 Washington Avenue,32447.14
1838,Processing Center F - 2481 School Circle,Processing Center F - 2481 School Circle,21158.39
1839,Storage Facility L - 3381 Valley Way,Storage Facility L - 3381 Valley Way,44380.28
1840,Supply Chain Hub A - 812 Fourth Lane,Supply Chain Hub A - 812 Fourth Lane,40645.73
1841,Distribution Center Z - 2757 Second Way,Distribution Center Z - 2757 Second Way,24334.85
1842,Fulfillment Center S - 6093 Elm Road,Fulfillment Center S - 6093 Elm Road,8998.47
1843,Processing Center J - 8432 Church Avenue,Processing Center J - 8432 Church Avenue,25893.95
1844,Supply Chain Hub W - 1347 Pine Road,Supply Chain Hub W - 1347 Pine Road,37715.2
1845,Processing Center A - 7331 Lake Avenue,Processing Center A - 7331 Lake Avenue,9715.18
1846,Processing Center T - 1991 Third Way,Processing Center T - 1991 Third Way,21692.73
1847,Logistics Hub E - 5149 Elm Avenue,Logistics Hub E - 5149 Elm Avenue,37227.68
1848,Processing Center N - 5344 River Lane,Processing Center N - 5344 River Lane,44014.54
1849,Fulfillment Center G - 5227 Valley Road,Fulfillment Center G - 5227 Valley Road,47263.64
1850,Regional Warehouse C - 2492 Market Place,Regional Warehouse C - 2492 Market Place,30815.6
1851,Distribution Center W - 169 Third Way,Distribution Center W - 169 Third Way,48677.19
1852,Regional Warehouse L - 7267 River Drive,Regional Warehouse L - 7267 River Drive,4324.09
1853,Processing Center X - 2908 High Avenue,Processing Center X - 2908 High Avenue,29739.88
1854,Supply Chain Hub A - 2759 Fourth Way,Supply Chain Hub A - 2759 Fourth Way,15831.07
1855,Central Depot O - 5808 Second Circle,Central Depot O - 5808 Second Circle,30231.72
1856,Central Depot U - 7110 School Avenue,Central Depot U - 7110 School Avenue,46362.04
1857,Regional Warehouse E - 200 First Drive,Regional Warehouse E - 200 First Drive,27571.05
1858,Regional Warehouse V - 6781 Lake Drive,Regional Warehouse V - 6781 Lake Drive,7464.12
1859,Regional Warehouse D - 1476 Second Court,Regional Warehouse D - 1476 Second Court,11675.72
1860,Processing Center H - 863 Market Boulevard,Processing Center H - 863 Market Boulevard,34127.04
1861,Regional Warehouse J - 1622 Valley Court,Regional Warehouse J - 1622 Valley Court,17898.48
1862,Distribution Center A - 464 Fourth Way,Distribution Center A - 464 Fourth Way,39327.06
1863,Distribution Center Q - 8695 Valley Circle,Distribution Center Q - 8695 Valley Circle,7187.74
1864,Distribution Center Y - 6245 River Road,Distribution Center Y - 6245 River Road,33442.66
1865,Storage Facility Y - 503 First Street,Storage Facility Y - 503 First Street,35002.6
1866,Processing Center A - 1828 School Road,Processing Center A - 1828 School Road,33179.6
1867,Supply Chain Hub B - 1179 Washington Boulevard,Supply Chain Hub B - 1179 Washington Boulevard,36966.52
1868,Supply Chain Hub Q - 7359 Washington Street,Supply Chain Hub Q - 7359 Washington Street,34820.81
1869,Distribution Center G - 4512 Main Avenue,Distribution Center G - 4512 Main Avenue,26664.56
1870,Fulfillment Center U - 2363 Valley Avenue,Fulfillment Center U - 2363 Valley Avenue,35841.13
1871,Regional Warehouse F - 480 Valley Avenue,Regional Warehouse F - 480 Valley Avenue,23872.88
1872,Logistics Hub W - 6447 Fourth Street,Logistics Hub W - 6447 Fourth Street,3599.36
1873,Supply Chain Hub U - 8858 Park Street,Supply Chain Hub U - 8858 Park Street,22250.8
1874,Central Depot S - 6009 Church Road,Central Depot S - 6009 Church Road,35196.41
1875,Fulfillment Center I - 717 Elm Lane,Fulfillment Center I - 717 Elm Lane,3941.93
1876,Logistics Hub B - 1886 Maple Drive,Logistics Hub B - 1886 Maple Drive,5291.4
1877,Supply Chain Hub S - 1789 First Avenue,Supply Chain Hub S - 1789 First Avenue,38227.47
1878,Supply Chain Hub R - 5112 Cedar Way,Supply Chain Hub R - 5112 Cedar Way,40095.31
1879,Logistics Hub H - 9030 Third Road,Logistics Hub H - 9030 Third Road,29434.65
1880,Logistics Hub P - 8282 Main Court,Logistics Hub P - 8282 Main Court,5790.53
1881,Supply Chain Hub Y - 3803 Fourth Road,Supply Chain Hub Y - 3803 Fourth Road,3087.96
1882,Storage Facility I - 1335 Church Place,Storage Facility I - 1335 Church Place,13649.3
1883,Regional Warehouse D - 5899 Church Drive,Regional Warehouse D - 5899 Church Drive,41289.84
1884,Storage Facility K - 8105 Park Court,Storage Facility K - 8105 Park Court,8903.86
1885,Regional Warehouse O - 8123 Market Lane,Regional Warehouse O - 8123 Market Lane,5360.06
1886,Regional Warehouse P - 4989 Fourth Drive,Regional Warehouse P - 4989 Fourth Drive,35955.53
1887,Processing Center O - 6024 Main Road,Processing Center O - 6024 Main Road,22389.85
1888,Storage Facility R - 4421 Valley Road,Storage Facility R - 4421 Valley Road,39398.68
1889,Supply Chain Hub G - 3596 Elm Drive,Supply Chain Hub G - 3596 Elm Drive,38777.03
1890,Fulfillment Center B - 8174 Cedar Lane,Fulfillment Center B - 8174 Cedar Lane,6283.6
1891,Storage Facility P - 2426 Elm Road,Storage Facility P - 2426 Elm Road,40559.13
1892,Central Depot W - 9092 Lake Court,Central Depot W - 9092 Lake Court,20727.82
1893,Regional Warehouse R - 3925 Washington Road,Regional Warehouse R - 3925 Washington Road,47735.37
1894,Logistics Hub V - 4493 Main Drive,Logistics Hub V - 4493 Main Drive,18324.52
1895,Processing Center H - 663 Third Street,Processing Center H - 663 Third Street,6193.63
1896,Processing Center V - 7564 Second Way,Processing Center V - 7564 Second Way,29774.38
1897,Fulfillment Center J - 4793 School Way,Fulfillment Center J - 4793 School Way,28759.08
1898,Supply Chain Hub C - 7786 Park Avenue,Supply Chain Hub C - 7786 Park Avenue,28374.83
1899,Fulfillment Center P - 7197 Pine Court,Fulfillment Center P - 7197 Pine Court,44730.68
1900,Central Depot W - 9080 Church Lane,Central Depot W - 9080 Church Lane,41155.65
1901,Processing Center M - 7605 Washington Avenue,Processing Center M - 7605 Washington Avenue,30875.46
1902,Supply Chain Hub Z - 6015 First Drive,Supply Chain Hub Z - 6015 First Drive,29136.76
1903,Processing Center O - 5296 Valley Court,Processing Center O - 5296 Valley Court,38983.13
1904,Processing Center X - 3124 Washington Boulevard,Processing Center X - 3124 Washington Boulevard,26754.18
1905,Logistics Hub M - 2498 Pine Road,Logistics Hub M - 2498 Pine Road,12279.24
1906,Distribution Center C - 1899 Hill Avenue,Distribution Center C - 1899 Hill Avenue,10200.21
1907,Supply Chain Hub Z - 4669 Cedar Lane,Supply Chain Hub Z - 4669 Cedar Lane,15955.55
1908,Distribution Center E - 4213 Maple Street,Distribution Center E - 4213 Maple Street,19405.28
1909,Fulfillment Center Q - 5313 First Avenue,Fulfillment Center Q - 5313 First Avenue,44600.72
1910,Supply Chain Hub N - 6383 Lake Lane,Supply Chain Hub N - 6383 Lake Lane,39073.44
1911,Processing Center M - 1259 Hill Street,Processing Center M - 1259 Hill Street,2209.97
1912,Regional Warehouse C - 5652 Cedar Boulevard,Regional Warehouse C - 5652 Cedar Boulevard,18957.5
1913,Regional Warehouse R - 5790 Park Drive,Regional Warehouse R - 5790 Park Drive,17090.56
1914,Fulfillment Center N - 8614 First Avenue,Fulfillment Center N - 8614 First Avenue,1997.03
1915,Storage Facility A - 7777 Hill Place,Storage Facility A - 7777 Hill Place,7173.21
1916,Distribution Center I - 157 School Way,Distribution Center I - 157 School Way,31496.92
1917,Regional Warehouse Y - 5778 Market Place,Regional Warehouse Y - 5778 Market Place,33979.13
1918,Processing Center F - 5854 Hill Street,Processing Center F - 5854 Hill Street,30418.23
1919,Logistics Hub W - 264 Oak Court,Logistics Hub W - 264 Oak Court,49299.79
1920,Fulfillment Center J - 1681 Park Court,Fulfillment Center J - 1681 Park Court,6246.26
1921,Processing Center K - 5120 Washington Court,Processing Center K - 5120 Washington Court,10239.48
1922,Fulfillment Center W - 7013 Elm Drive,Fulfillment Center W - 7013 Elm Drive,18829.36
1923,Regional Warehouse V - 7851 Third Drive,Regional Warehouse V - 7851 Third Drive,46889.12
1924,Processing Center D - 1813 Second Drive,Processing Center D - 1813 Second Drive,48290.43
1925,Fulfillment Center I - 1569 Hill Avenue,Fulfillment Center I - 1569 Hill Avenue,40945.09
1926,Processing Center D - 861 Maple Court,Processing Center D - 861 Maple Court,5987.99
1927,Supply Chain Hub S - 1359 Washington Drive,Supply Chain Hub S - 1359 Washington Drive,33268.39
1928,Logistics Hub D - 4071 Valley Drive,Logistics Hub D - 4071 Valley Drive,31332.9
1929,Processing Center O - 1249 Third Court,Processing Center O - 1249 Third Court,30947.84
1930,Fulfillment Center P - 3189 Main Way,Fulfillment Center P - 3189 Main Way,4490.02
1931,Logistics Hub P - 4969 School Boulevard,Logistics Hub P - 4969 School Boulevard,10005.6
1932,Supply Chain Hub R - 3700 Lake Place,Supply Chain Hub R - 3700 Lake Place,42238.06
1933,Regional Warehouse K - 9084 High Avenue,Regional Warehouse K - 9084 High Avenue,42485.06
1934,Regional Warehouse S - 3399 Second Court,Regional Warehouse S - 3399 Second Court,21703.05
1935,Central Depot I - 1060 Cedar Place,Central Depot I - 1060 Cedar Place,1770.12
1936,Distribution Center N - 1646 Church Way,Distribution Center N - 1646 Church Way,32033.45
1937,Central Depot K - 6647 Third Boulevard,Central Depot K - 6647 Third Boulevard,28619.75
1938,Storage Facility C - 1546 Lake Circle,Storage Facility C - 1546 Lake Circle,3127.49
1939,Distribution Center H - 5188 First Way,Distribution Center H - 5188 First Way,8876.48
1940,Distribution Center X - 5958 Hill Way,Distribution Center X - 5958 Hill Way,35368.57
1941,Fulfillment Center U - 6692 Oak Lane,Fulfillment Center U - 6692 Oak Lane,1067.96
1942,Central Depot U - 6525 Washington Court,Central Depot U - 6525 Washington Court,49589.74
1943,Central Depot A - 2696 Park Way,Central Depot A - 2696 Park Way,28638.11
1944,Distribution Center Z - 6241 Main Street,Distribution Center Z - 6241 Main Street,5830.67
1945,Logistics Hub H - 7713 Lake Street,Logistics Hub H - 7713 Lake Street,37173.39
1946,Supply Chain Hub N - 3272 School Boulevard,Supply Chain Hub N - 3272 School Boulevard,4414.35
1947,Fulfillment Center M - 4610 River Boulevard,Fulfillment Center M - 4610 River Boulevard,30443.75
1948,Processing Center Y - 3818 Hill Avenue,Processing Center Y - 3818 Hill Avenue,18229.46
1949,Central Depot A - 5116 Lake Court,Central Depot A - 5116 Lake Court,28838.17
1950,Storage Facility T - 645 Second Boulevard,Storage Facility T - 645 Second Boulevard,25752.78
1951,Logistics Hub F - 1664 Hill Circle,Logistics Hub F - 1664 Hill Circle,6855.54
1952,Logistics Hub C - 446 Cedar Place,Logistics Hub C - 446 Cedar Place,44944.85
1953,Processing Center Z - 6364 Elm Road,Processing Center Z - 6364 Elm Road,24903.8
1954,Distribution Center G - 2508 Cedar Road,Distribution Center G - 2508 Cedar Road,5786.77
1955,Regional Warehouse L - 1428 Third Place,Regional Warehouse L - 1428 Third Place,17147.61
1956,Supply Chain Hub U - 7698 Fourth Place,Supply Chain Hub U - 7698 Fourth Place,8869.32
1957,Regional Warehouse U - 3610 Oak Court,Regional Warehouse U - 3610 Oak Court,11067.9
1958,Central Depot U - 652 Maple Circle,Central Depot U - 652 Maple Circle,8769.39
1959,Storage Facility L - 7884 Lake Street,Storage Facility L - 7884 Lake Street,22619.28
1960,Regional Warehouse E - 7935 Elm Way,Regional Warehouse E - 7935 Elm Way,11339.09
1961,Fulfillment Center I - 7795 Main Street,Fulfillment Center I - 7795 Main Street,27091.62
1962,Storage Facility I - 6090 Park Way,Storage Facility I - 6090 Park Way,34300.28
1963,Storage Facility S - 5729 Park Street,Storage Facility S - 5729 Park Street,21849.86
1964,Fulfillment Center S - 6251 First Boulevard,Fulfillment Center S - 6251 First Boulevard,45957.18
1965,Supply Chain Hub L - 7569 Valley Avenue,Supply Chain Hub L - 7569 Valley Avenue,48499.72
1966,Storage Facility Z - 1663 First Court,Storage Facility Z - 1663 First Court,27275.01
1967,Fulfillment Center Z - 7707 School Road,Fulfillment Center Z - 7707 School Road,42584.03
1968,Logistics Hub X - 8219 Market Street,Logistics Hub X - 8219 Market Street,33673.02
1969,Regional Warehouse P - 5991 Church Road,Regional Warehouse P - 5991 Church Road,28821.98
1970,Central Depot I - 2754 Third Lane,Central Depot I - 2754 Third Lane,47257.47
1971,Storage Facility Q - 3173 Cedar Street,Storage Facility Q - 3173 Cedar Street,40072.38
1972,Logistics Hub R - 4509 Oak Drive,Logistics Hub R - 4509 Oak Drive,42630.45
1973,Central Depot Q - 5358 Maple Lane,Central Depot Q - 5358 Maple Lane,38050.75
1974,Distribution Center Z - 7939 School Boulevard,Distribution Center Z - 7939 School Boulevard,45505.13
1975,Processing Center P - 2559 Lake Lane,Processing Center P - 2559 Lake Lane,2022.67
1976,Distribution Center S - 7249 Lake Avenue,Distribution Center S - 7249 Lake Avenue,23126.85
1977,Storage Facility F - 5968 Pine Lane,Storage Facility F - 5968 Pine Lane,12443.84
1978,Processing Center Y - 3197 Hill Street,Processing Center Y - 3197 Hill Street,30248.16
1979,Distribution Center O - 5729 Oak Avenue,Distribution Center O - 5729 Oak Avenue,10038.36
1980,Regional Warehouse V - 4859 Valley Lane,Regional Warehouse V - 4859 Valley Lane,44234.51
1981,Distribution Center V - 7951 Valley Avenue,Distribution Center V - 7951 Valley Avenue,28672.04
1982,Supply Chain Hub T - 3437 Second Lane,Supply Chain Hub T - 3437 Second Lane,41994.64
1983,Distribution Center D - 2306 Washington Avenue,Distribution Center D - 2306 Washington Avenue,10498.33
1984,Supply Chain Hub B - 6143 River Court,Supply Chain Hub B - 6143 River Court,28652.59
1985,Regional Warehouse M - 1290 Valley Road,Regional Warehouse M - 1290 Valley Road,10401.78
1986,Distribution Center C - 2622 Pine Lane,Distribution Center C - 2622 Pine Lane,35520.89
1987,Central Depot E - 5974 Church Lane,Central Depot E - 5974 Church Lane,20956.07
1988,Processing Center O - 1862 River Place,Processing Center O - 1862 River Place,38928.27
1989,Processing Center V - 4651 Second Place,Processing Center V - 4651 Second Place,5093.65
1990,Central Depot Z - 7281 School Way,Central Depot Z - 7281 School Way,40518.84
1991,Regional Warehouse L - 7202 Pine Lane,Regional Warehouse L - 7202 Pine Lane,30988.67
1992,Storage Facility B - 587 Valley Boulevard,Storage Facility B - 587 Valley Boulevard,13179.23
1993,Processing Center N - 3276 Main Avenue,Processing Center N - 3276 Main Avenue,12946.53
1994,Distribution Center P - 4410 Maple Way,Distribution Center P - 4410 Maple Way,10408.5
1995,Central Depot Y - 4850 Hill Avenue,Central Depot Y - 4850 Hill Avenue,15983.89
1996,Fulfillment Center A - 5186 Lake Circle,Fulfillment Center A - 5186 Lake Circle,19276.76
1997,Regional Warehouse J - 402 Hill Lane,Regional Warehouse J - 402 Hill Lane,19746.96
1998,Regional Warehouse W - 4464 Main Place,Regional Warehouse W - 4464 Main Place,27996.05
1999,Fulfillment Center S - 7940 Hill Road,Fulfillment Center S - 7940 Hill Road,7872.11
2000,Fulfillment Center O - 5131 Market Drive,Fulfillment Center O - 5131 Market Drive,13342.35
